original_title,genre_names,budget,popularity,release_date,revenue,runtime,vote_average,vote_count,keyword_names
Veer-Zaara,"Drama, Romance",7000000,3.721858,2004-11-12,29385320,192.0,7.4,64,"love of one's life, pilot, class society, pakistan, india, kashmir conflict"
Redbelt,Drama,7000000,5.091253,2008-04-07,0,99.0,6.4,76,"film making, film producer, video surveillance, sport, interracial marriage, auto accident, instructor, jujitsu, movie star, nightstick, husband, life relationship, set up, window smashing"
Cyrus,"Comedy, Drama, Romance",7000000,15.212569,2010-06-18,0,91.0,6.1,133,mumblecore
A Dog Of Flanders,"Drama, Family",0,0.838938,1999-08-27,0,96.0,6.4,6,
Auto Focus,"Drama, Crime",7000000,7.051521,2002-10-18,2062066,104.0,6.1,56,"male nudity, adultery, based on novel, infidelity, tv show, blow job, video, biography, sex addiction, based on true story, independent film, sex addict"
Factory Girl,Drama,7000000,11.400229,2006-12-29,0,90.0,6.2,81,"new york, alcohol, sex, infidelity, nudity, artist, gallery, interview, studio, biography, addiction, party, love, independent film, singer, art, drug, gay man, socialite, scene, film, warhol"
We Need to Talk About Kevin,"Drama, Thriller",7000000,21.276864,2011-09-28,6038942,112.0,7.4,677,"suburb, violence, killing spree, prison visit, guinea pig, broken arm, potty training, woman director"
The Christmas Candle,"Drama, Family",0,1.799504,2013-11-22,0,100.0,5.8,8,"angel, miracle, village, christian, candle, christmas"
The Mighty Macs,"Action, Drama",7000000,2.932784,2009-10-21,0,102.0,5.0,15,"sport, catholic, mother superior, catholic school, convent school"
Losin' It,Comedy,7000000,2.550045,1983-04-08,1246141,100.0,4.5,31,"male nudity, female nudity, mexico, prostitute, nudity, high school, locker room, independent film, teen sex comedy, teenager, canuxploitation, virginity"
Mother and Child,"Drama, Romance",7000000,5.517597,2009-11-07,0,125.0,6.7,46,"adoptive mother, nymphomaniac, mother daughter relationship"
March or Die,"Action, Adventure, Drama, War",0,3.829937,1977-09-08,0,107.0,6.2,16,"gypsy, middle east, foreign legion, wilderness, archaeologist"
Les visiteurs,"Fantasy, Comedy, Science Fiction",0,8.893676,1993-01-27,0,107.0,7.1,420,"servant, time travel, clumsy fellow, middle ages, nobility"
Somewhere,"Comedy, Drama",8000000,9.590373,2010-09-03,0,98.0,6.0,208,"milan, independent film, luxury hotel, man in towel , woman director"
I Hope They Serve Beer in Hell,"Comedy, Drama",7000000,7.155519,2009-09-25,1429299,106.0,5.7,20,"female nudity, based on novel, stripper, flop, dark comedy, aftercreditsstinger"
Chairman of the Board,Comedy,0,0.587276,1998-03-13,0,95.0,2.7,13,"inventor, invention, scandal"
Hesher,Drama,7000000,13.635828,2010-01-22,382946,106.0,6.7,212,"loss of mother, clerk, grocery, loss of relative, loss of wife, briefs, duringcreditsstinger"
Dom Hemingway,"Comedy, Crime, Drama",0,10.416332,2013-11-15,523511,93.0,5.8,212,"growing up, money, crime, fatherhood"
Gerry,"Mystery, Drama, Adventure",3500000,5.038953,2002-01-12,0,103.0,6.2,68,"desperation, highway, wilderness, getting lost, friendship, murder, best friend, desert, very little dialogue, tarkovskyesque, friend"
The Heart of Me,"Drama, Romance",7000000,1.498245,2002-01-01,0,96.0,7.7,5,
Freeheld,"Romance, Drama",7000000,8.184588,2015-10-02,573335,103.0,7.1,164,"new jersey, equality, lesbian relationship, cancer"
The Extra Man,Comedy,7000000,2.26778,2010-08-01,453079,108.0,5.9,29,"independent film, woman director"
Трудно быть богом,"Drama, Science Fiction",7000000,3.120016,2013-02-27,1310673,170.0,6.7,41,
Ca$h,"Crime, Thriller, Comedy",7000000,8.207425,2010-01-01,46488,108.0,6.0,73,"independent film, money"
Wah-Wah,Drama,0,2.356244,2005-08-17,0,120.0,6.3,8,"adultery, brain tumor, south africa, alcoholism, divorce"
The Boondock Saints,"Action, Thriller, Crime",6000000,34.917447,1999-01-22,30471,108.0,7.2,837,"arbitrary law, boston, twin brother, russian mafia, prologue, irish, police station, pager, duringcreditsstinger"
Z 風暴,"Crime, Thriller",0,0.542814,2014-06-19,0,92.0,5.8,5,
Twixt,"Horror, Thriller",7000000,5.060656,2011-09-10,0,84.0,5.0,85,"sheriff, vampire, orphanage, writer, edgar allen poe, ghost, murder mystery"
Снежная королева,"Animation, Fantasy",7000000,5.33861,2012-10-11,12400000,76.0,5.1,47,
Alpha and Omega: The Legend of the Saw Tooth Cave,"Family, Animation, Comedy, Adventure",0,1.874783,2014-07-21,0,53.0,6.5,4,
Pale Rider,"Romance, Western",0,14.574995,1985-06-28,41410568,115.0,7.0,251,"gunslinger, showdown, marshal, blackmail, mine, settler, gold mining town, violence, killer, preacher, gold miner, strange person"
Stargate: The Ark of Truth,"Adventure, Science Fiction",7000000,8.591387,2008-03-11,8900000,97.0,6.9,140,"wormhole, space travel, supernatural powers, spaceship, alien"
Dazed and Confused,"Comedy, Drama",6900000,26.181753,1993-09-24,7993039,102.0,7.4,583,"1970s, texas, high school, comedy, coming of age, summer, teenager, period drama, great soundtrack"
High School Musical 2,"Comedy, Drama, Family, Music",0,21.01755,2007-08-17,7000000,104.0,6.1,843,"musical, music, summer, teenager, summer job, country club"
Two Lovers and a Bear,"Drama, Romance",0,3.139294,2016-10-02,0,96.0,6.8,27,"small town, lovers, bear, north pole"
Criminal Activities,"Thriller, Crime, Drama",7000000,6.665164,2015-11-20,0,94.0,5.8,110,"mobster, money problems, borrow, trouble, classmates, investment, bűnös utakon"
Aimee & Jaguar,"Drama, History, Romance",0,2.832628,1999-02-10,0,125.0,6.3,20,"berlin, jew, forbidden love, lesbian relationship, homosexuality, lesbian interest"
The Chumscrubber,"Comedy, Drama",0,3.528643,2005-06-08,0,108.0,6.7,62,"suicide, father son relationship, surreal, independent film, parallel world"
Shade,"Action, Thriller, Crime",6800000,4.665309,2003-05-18,0,101.0,6.1,73,
House at the End of the Street,"Horror, Thriller",6900000,25.613197,2012-09-21,44287131,101.0,5.6,555,"mother daughter relationship, cross dressing, violence, mother son relationship, father son conflict"
Incendies,"Drama, War, Mystery",6800000,21.285206,2010-09-04,7103838,130.0,7.9,479,"prison, middle east, rape, muslim, militia, interpreter, son, christian, orphanage, swimming pool, massacre, checkpoint, political assassination, twins, will"
Ricordati di me,"Drama, Comedy, Romance",0,4.240495,2003-02-11,0,125.0,5.8,44,eroticism
Perrier’s Bounty,"Action, Comedy, Crime, Drama",0,3.810943,2009-09-11,0,88.0,5.1,24,suspense
Tropa de Elite,"Drama, Action, Crime",4000000,23.604936,2007-10-12,0,115.0,7.8,504,"slum, police brutality, brazilian, war on drugs, rio de janeiro, drug traffic, drug dealer, torture by the police, special forces, law enforcement"
Annabelle,Horror,6500000,60.225219,2014-10-02,255273813,99.0,5.6,1517,"prequel, evil doll, killer doll, spin off, doll, demonic possession, killer toys, toy comes to life"
Bran Nue Dae,"Comedy, Drama, Foreign, Romance",7,0.050456,2009-08-09,7,82.0,5.2,6,"musical, woman director"
Boyz n the Hood,"Crime, Drama",6500000,17.705671,1991-07-12,57504069,112.0,7.4,364,"street gang, black people, rap music, hip-hop, street war, rapper, violence in schools, los angeles"
La Bamba,"Drama, Music",6500000,6.847099,1987-07-24,54215416,108.0,6.8,116,"musical, death, dying young, nostalgic, mexican american, rising star, marital rape"
The Four Seasons,"Comedy, Drama, Romance",0,8.067702,1981-05-22,0,107.0,6.3,16,
Dressed to Kill,"Horror, Mystery, Thriller",6500000,11.208769,1980-06-25,31899000,105.0,6.8,157,"transvestism, taxi, prostitute, subway, shower, one-night stand, manipulation, nightmare, seduction, photography, friendship, assault, alter ego, murder, stalking, violence, psychiatrist, interrogation, desire, guilt, extramarital affair, hitchcockian, straight razor, exhibitionism, elevator, dark secrets, white gloves"
The Adventures of Huck Finn,"Action, Adventure, Drama, Family",6500000,2.163683,1993-04-02,0,108.0,6.2,42,"southern accent, wanted man, lynch mob, reflection in water, lesson, nosebleed, bloodhound, fake accent, grave digging"
Go,"Crime, Comedy, Thriller",6500000,11.142389,1999-04-09,28451622,98.0,7.0,196,"ecstasy, drug dealing, drug, reference to family circus, high, bisexual man, multiple storylines"
Friends with Money,"Comedy, Drama, Romance",6500000,11.885221,2006-09-07,13368437,88.0,5.1,128,"midlife crisis, marriage, money, divorce, fashion, woman director"
The Andromeda Strain,"Science Fiction, Thriller",6500000,12.524953,1971-03-12,12376563,131.0,7.0,190,"nasa, new mexico, biological weapon, epilepsy, secret lab, alien phenomenons, chemistry, biology, suspense, nuclear threat, science"
Bats,"Horror, Thriller",0,1.537859,1999-10-22,10,91.0,4.1,35,"mutation, bat, attack, closed mine, bat attack, boy eaten"
Nirgendwo in Afrika,Drama,0,3.481517,2001-12-11,0,140.0,7.0,32,"loss of family, emigration, world war ii, jew, national socialism, kenia, only child, farm, marriage crisis, capture, woman director, emigrant"
Shame,Drama,6500000,40.688426,2011-10-02,17693675,100.0,7.0,875,"pornography, brother sister relationship, sex addiction, new york city, thirty something, sex addict"
Layer Cake,"Drama, Thriller, Crime",6500000,24.0034,2004-09-30,11850214,105.0,7.0,559,"kidnapping, ecstasy, drug traffic, drug mule, hitman, mission of murder, planned murder, drug smuggle, exit, murder"
The Work and the Glory II: American Zion,Drama,6500000,2.639106,2005-10-21,2025032,100.0,8.0,6,
The East,"Drama, Thriller",6500000,16.574756,2013-05-31,2401510,116.0,6.5,305,"secret organization, murder, environmentalism, vanity film, eco-terrorists, multiple felonies"
A Home at the End of the World,"Romance, Drama",6500000,5.483531,2004-07-23,1548955,96.0,6.8,45,"gay, aids, based on novel, art house, tantrum, bisexual, lgbt"
Aberdeen,"Drama, Comedy, Foreign",0,1.068819,2000-07-05,0,113.0,7.0,6,"alcohol, cocaine, daughter, road trip, independent film, lawyer"
The Messenger,"Drama, History",6500000,8.432401,2009-11-13,1521261,113.0,7.1,119,"independent film, wounded, soldier, iraq war"
Tracker,"Action, Drama, Thriller, Adventure",6500000,2.074295,2010-05-20,0,102.0,6.0,16,
Control,Drama,0,11.357474,2007-09-26,8159508,121.0,7.5,200,"manchester city, medicine, new love, epilepsy, wife, punk, recording contract, record producer, record label, music, independent film, extramarital affair, music band"
The Terminator,"Action, Thriller, Science Fiction",6400000,74.234793,1984-10-26,78371200,108.0,7.3,4128,"saving the world, artificial intelligence, rebel, cyborg, shotgun, killer robot, sun glasses, dystopia, car chase, laser gun, urban setting, future war"
"Good bye, Lenin!","Comedy, Drama, Romance",4800000,11.086001,2003-02-09,79384880,121.0,7.4,586,"bureaucracy, berlin wall, police state, coma, loss of mother, wife husband relationship, patriotism, german democratic republic, socialism, news broadcast, loss of father, lenin, single,  , filmes contra o comunismo"
The Damned United,Drama,10000000,13.409125,2009-03-27,0,97.0,7.2,152,"england, leeds united, sport, brighton, soccer, cup, derby county, management, soccer team"
The Return of the Living Dead,"Comedy, Horror",4000000,14.961629,1985-05-15,14237000,91.0,7.3,267,"female nudity, crematorium, nudity, punk, company, independent film, undead, decapitation, zombie, paramedic, attic, cemetary, dismemberment, warehouse, stairs, night of the living dead, walking dead, louisville"
Mallrats,"Romance, Comedy",6000000,16.139771,1995-10-20,2122561,94.0,6.8,392,"sex, game show, slacker, shopping, mall, ex-boyfriend ex-girlfriend relationship, jay and silent bob, silent man, coke, bandleader, aftercreditsstinger"
Grease,Romance,6000000,67.608041,1978-07-07,181813770,110.0,7.2,1581,"flying car, street gang, running, graduation, musical, rivalry, gossip, makeover, based on stage musical, automobile racing, nostalgic, greaser, wolf whistle, school dance, animated credits, pep rally, wrong side of the tracks, mooning, school principal"
Platoon,"Drama, War, Action",6000000,49.802914,1986-12-18,138530565,120.0,7.5,1205,"famous score, hero, mine, vietnam war, village, gore, jungle, f word, soldier, battle, combat, 1960s"
Fahrenheit 9/11,Documentary,6000000,16.20985,2004-06-25,119114517,122.0,6.8,397,"usa president, jihad, saudi arabia, war on terror, iraq, government, war, steel helmet, conspiracy theory"
Butch Cassidy and the Sundance Kid,"History, Drama, Western, Crime",6000000,24.499996,1969-09-23,102308889,110.0,7.4,650,"wyoming, historical figure, loot sharing"
Mary Poppins,"Comedy, Family, Fantasy",6000000,59.961523,1964-08-27,102272727,139.0,7.4,1183,"london england, dancing, parents kids relationship, bank, brother sister relationship, famous score, confidence, nanny, laughing, magic, chimney sweeper, musical, live action and animation"
Ordinary People,Drama,6000000,12.541983,1980-09-19,0,124.0,7.4,145,"post traumatic stress  disorder, depression, suicide attempt, grief, dysfunctional family, guilt, death of son, grieving"
West Side Story,"Crime, Drama, Music",6000000,23.431117,1961-10-18,43656822,152.0,7.0,389,"slum, street gang, love at first sight, showdown, puerto rican, immigrant, highway, forbidden love, musical, rivalry, feud, interracial relationship, sondheim, attempted rape, policeman, based on stage musical, obsessive love, lifting female in air, young love, modern day adaptation, shakespeare in modern dress"
Caddyshack,Comedy,6000000,15.929648,1980-07-25,39846344,98.0,6.6,365,"golf, underwear, sport, golf course, gopher"
The Brothers,"Comedy, Drama, Romance",0,3.029944,2001-03-23,0,106.0,6.5,10,"independent film, track and field, gangster rap"
The Wood,"Comedy, Drama, Romance",6000000,5.537646,1999-07-16,25059640,106.0,7.1,34,
The Usual Suspects,"Drama, Crime, Thriller",6000000,64.025031,1995-07-19,23341568,106.0,8.1,3254,"law, relatives, theft, criminal, criminal mastermind, hungarian, sibling"
A Nightmare on Elm Street 5: The Dream Child,"Horror, Thriller",8000000,12.654051,1989-08-11,22168359,89.0,5.5,245,"nun, baby, monster, asylum, nightmare, supernatural, resurrection, vision, torture, pregnancy, birth, disfigurement, fetus, womb, dreams"
National Lampoon’s Van Wilder,"Comedy, Romance",5000000,35.108498,2002-03-29,38275483,92.0,5.9,858,"male nudity, female nudity, sex, college, locker room, doggystyle, flirting, exposé, pug, bon bon, fraternity pledge, greek letter, laxative"
The Wrestler,"Drama, Romance",6000000,40.196514,2008-09-07,44703995,109.0,7.3,1000,"supermarket, heart attack, ambition, daughter, wrestling, sport, stripper, steroids, fame, barbed wire, wrestler, redemption"
Duel in the Sun,Western,6000000,7.60445,1946-12-31,20400000,144.0,6.2,37,half breed
Best in Show,Comedy,0,10.982255,2000-09-19,0,90.0,6.7,166,"illinois, pet shop, poodle, independent film, mockumentary, terrier, kimono"
Escape from New York,"Science Fiction, Action",6000000,24.351305,1981-05-22,50244700,99.0,6.9,703,"taxi, street gang, usa president, war veteran, hostage, kidnapping, liberation of prisoners, anti hero, gangster boss, dystopia, police operation, attempt to escape, cyberpunk, reluctant hero"
School Daze,"Comedy, Drama",0,3.159574,1988-02-12,0,121.0,6.2,26,musical
Daddy Day Camp,"Comedy, Family",6000000,12.601677,2007-08-08,18197398,89.0,4.4,91,"competition, grandfather grandson relationship, vomit, summer camp, toilet, rivalry, colonel"
一個好人,"Crime, Action, Comedy",12716953,7.077505,1997-01-31,18814720,113.0,6.3,128,"journalist, martial arts, cook, drug dealer"
A Mighty Wind,"Comedy, Music",6000000,4.053017,2003-04-16,18750246,91.0,6.6,74,"mockumentary, folk singer"
Mystic Pizza,"Comedy, Drama, Romance",0,6.379933,1988-10-13,0,104.0,5.9,123,"independent film, commitment, lobster, portuguese american"
Sliding Doors,"Comedy, Drama, Fantasy, Romance",6000000,15.639016,1998-04-23,58000000,99.0,6.5,354,"double life, commercial, fantasy, chance, marketing, time travel, in flagranti, ambiguous ending, alternative reality"
Tales from the Hood,"Crime, Horror, Thriller",6000000,3.89204,1995-05-24,12000000,98.0,5.4,32,"prison, child abuse, ku klux klan, police brutality, ghetto, anthology, evil doll, murder, hood, dirty cop, funeral home"
The Last King of Scotland,Drama,6000000,26.286954,2006-09-01,48027970,121.0,7.4,558,"dictator, 1970s, general, kidnapping, naivety, luxury, oscar award, charisma, polygamy, uganda, dictatorship"
Halloween 5: The Revenge of Michael Myers,"Horror, Thriller",5000000,8.008844,1989-10-12,11642254,96.0,5.2,183,"sheriff, barn, black, sequel, boogeyman, masked killer, slasher, youth, psychiatrist, killer, kitten, scythe, heroine, pitchfork, psychotronic, michael myers"
Bernie,"Comedy, Crime, Drama",5000000,12.68514,2012-04-27,9206470,100.0,6.5,320,"prison visit, funeral director, funeral home, amateur theater, embezzlement, missing persons case, hidden corpse, estranged family member, jury trial, hick, stock broker, corpse in freezer, confession of crime, duringcreditsstinger"
Dolphins and Whales: Tribes of the Ocean,Documentary,6000000,0.041651,2008-02-15,7518876,42.0,8.0,3,"dolphin, whale, killer whale, imax, 3d, manatee, conservation"
Pollock,"Drama, Romance",0,8.483531,2000-09-06,0,122.0,6.6,91,"artist, success, relationship problems, alcoholism, independent film, falling in love"
200 Cigarettes,"Comedy, Drama, Romance",6000000,3.561198,1999-02-26,6852450,101.0,6.1,44,"new year's eve, independent film, relationship, woman director, lower east side"
The Words,"Drama, Thriller",6000000,14.988746,2012-09-07,13231461,96.0,6.4,379,"plagiarized book, stolen novel, plagiarized novel, aspiring writer"
Casa De Mi Padre,"Comedy, Western",0,5.754416,2012-03-15,0,84.0,5.5,103,"mexico, organized crime, drug lord, padre, aftercreditsstinger, duringcreditsstinger"
City Island,"Drama, Comedy",6000000,6.497285,2009-03-06,6670712,104.0,6.9,113,"secret, fetishism, stripper, family secrets, convict, chubby woman, extramarital affair"
The Guard,"Action, Comedy, Thriller, Crime",6000000,19.411141,2011-07-07,19560274,96.0,6.8,372,"prostitute, blackmail, drug smuggle, rural ireland, dry humour"
College,Comedy,7000000,7.034618,2008-08-28,6230276,94.0,4.8,48,"sexuality, college, girlfriend, vomit, celebration, fraternity, frat party"
The Virgin Suicides,"Drama, Romance",6000000,26.218912,1999-04-21,10409377,97.0,7.1,817,"michigan, 1970s, youth, family, woman director"
Little Voice,"Comedy, Drama",0,4.647547,1998-11-05,0,97.0,6.6,61,"parents kids relationship, voice, loneliness, independent film, singer, cowardliness, carrier pigeon"
Miss March,"Comedy, Romance",0,9.371534,2009-03-13,0,89.0,5.4,77,"sex, first time, virgin, road trip, playboy, duringcreditsstinger"
Wish I Was Here,"Drama, Comedy",5500000,15.015271,2014-01-18,5483299,120.0,6.4,300,"jew, independent film, homeschooling, family, struggling actor"
Simply Irresistible,Comedy,6000000,5.696491,1999-02-05,4398989,95.0,5.5,52,"restaurant, department store, kitchen, love, crab, chef, irresistible"
Hedwig and the Angry Inch,"Comedy, Music",0,4.25422,2001-07-20,0,95.0,7.4,80,"transvestism, gay, sex, singer, transgender, glam rock, self identity, rock odyssey, reference to kant, military brat, restaurant chain, lgbt in the military, child molestation, theatrical manager"
Only the Strong,Action,6000000,5.411243,1993-08-27,3283371,99.0,6.9,29,
Goddess of Love,"Mystery, Drama, Thriller, Horror",0,1.273773,2015-08-31,0,96.0,6.2,9,
Shattered Glass,"Drama, History",6000000,6.27257,2003-11-14,2944752,94.0,6.6,111,
Novocaine,"Comedy, Crime, Thriller",6000000,4.148253,2001-11-23,2025238,95.0,6.0,44,"murder, independent film, drug, dentist"
The Business of Strangers,"Drama, Thriller",0,1.369649,2001-01-19,0,84.0,5.7,19,"rape, sex, airport, authority, assistant, power, revenge, independent film, trust"
The Wild Bunch,"Adventure, Western",6244087,14.970654,1969-06-17,638641,145.0,7.6,259,"underdog, robbery, bounty hunter, texas, mexican revolution, friendship, honor, gang, shootout, soldier, steam locomotive, righteous rage"
The Wackness,Drama,6000000,7.161051,2008-07-03,2899975,99.0,6.2,94,"coming of age, marijuana, summer"
The First Great Train Robbery,"Thriller, Adventure, Drama, Crime",6000000,12.434688,1979-01-25,0,110.0,6.6,74,"public hanging, strongbox, gold theft, british history, historic figure, piano playing, eye patch, horse carriage, opening action scene, unwanted kiss"
Morvern Callar,Drama,0,2.507912,2002-01-01,0,97.0,7.2,34,"independent film, woman director"
Beastmaster 2: Through the Portal of Time,"Action, Adventure, Fantasy, Science Fiction",6000000,1.478505,1991-06-08,869325,107.0,4.6,17,"based on novel, time travel, sequel, psychotronic, sword and sandal, beastmaster, warrior, time portal, gun fight, sword and sorcery"
The 5th Quarter,Drama,6000000,0.215464,2011-03-25,399611,97.0,4.7,12,"american football, loss of brother, funeral, sport, prayer, gymnasium, coach, based on true story, number in title, family relationships, auto accident"
La fleur du mal,Drama,0,1.229667,2003-02-09,0,104.0,5.7,10,"return, suppressed past, bourgeoisie, mayor elections, suspense, wealth, family conflict"
The Greatest,Drama,6000000,6.903186,2009-01-17,0,99.0,6.2,34,woman director
Snow Flower and the Secret Fan,"Drama, History",134005,2.260315,2011-07-15,1332231,104.0,5.3,22,"fan, duringcreditsstinger"
Come Early Morning,"Drama, Romance",6000000,3.427061,2006-01-10,0,97.0,5.9,10,"bar, motel, one-night stand, beer, blonde, dog, woman director"
Lucky Break,"Action, Comedy",0,0.669169,2001-08-24,0,107.0,6.5,11,
Julia,Drama,0,6.077735,1977-10-02,0,117.0,6.3,30,"friends, playwright"
"Surfer, Dude",Comedy,6000000,2.404626,2008-09-05,69497,85.0,4.7,25,"surfing, sport"
Lake of Fire,Documentary,0,0.475748,2006-09-09,25,152.0,8.0,10,
11:14,"Crime, Drama, Thriller",6000000,15.048067,2003-05-16,0,86.0,6.8,206,"alcohol, sex, robbery, secret, gun, ambulance, vandalism, chase, arrest, police, cops, murder, crash, connected"
Men of War,"Action, Thriller",0,1.734764,1994-09-04,0,103.0,5.4,29,"asia, island, mercenary, independent film, jungle"
Don McKay,"Crime, Mystery, Thriller",0,1.496454,2009-04-24,0,87.0,5.4,21,independent film
Deadfall,"Crime, Drama, Thriller",12000000,10.19041,2012-11-08,66351,95.0,5.6,224,"partner, murder, on the run, fugitive, crime, family, homecoming, crime gone awry, dishonesty, siblings relations, chases and races, criminal heroes, cons and scams, murderous pair"
A Shine of Rainbows,"Drama, Family",6000000,12.099486,2009-10-01,0,101.0,6.3,14,"orphan, rainbow"
The Hit List,"Action, Thriller",6000000,4.957014,2011-04-02,0,90.0,5.2,73,
Emma,"Romance, Comedy, Drama",0,2.135689,2009-10-11,0,240.0,7.6,38,
Videodrome,"Horror, Mystery, Science Fiction",5952000,18.119265,1983-02-04,2120439,87.0,7.1,454,"suicide, tv show, hallucination, tv station, radio presenter, toronto, dystopia, brainwashing, pittsburgh"
L'Auberge espagnole,"Drama, Comedy, Romance",5300000,13.034602,2002-05-17,3897799,122.0,7.0,266,"paris, barcelona spain, alcohol, roommate, single, travel, crush, student, relationship, break-up, youth, celebration, group of friends"
Song One,Drama,6000000,6.349218,2014-01-20,32251,86.0,5.5,87,woman director
Oorlogswinter,"Drama, History, War",4000000,5.013575,2008-11-17,530048,103.0,6.8,66,"netherlands, world war ii"
Freaky Deaky,Comedy,0,4.448353,2012-04-22,0,90.0,4.9,18,"bomb squad, ex-fugitive, freaky"
The Train,"Action, Drama, Thriller, War",5800000,4.49029,1964-09-21,6800000,133.0,7.2,72,"paris, france, world war ii, nazis, hijacking of train, artwork, train ride, painting, french resistance, train crash, nazi germany, art thief, art theft"
Trade Of Innocents,"Drama, Thriller",0,2.204138,2012-09-27,0,91.0,5.5,12,
ต้มยำกุ้ง,"Action, Crime, Drama, Thriller",6000000,11.81832,2005-08-11,27165581,108.0,6.8,167,"buddhism, elephant, sydney, australia, fighter, tempel, gang, animal"
Stiff Upper Lips,Comedy,0,0.356495,1998-06-12,0,99.0,10.0,1,"italy, victorian england, young woman"
Bend It Like Beckham,"Comedy, Drama, Romance",3500159,22.054546,2002-04-11,76578641,112.0,6.2,578,"london england, tradition, indian lead, culture clash, immigration, role of women, sikh, women's soccer, soccer, family, woman director"
Sunshine State,Drama,0,4.245123,2002-06-21,0,141.0,6.0,10,independent film
Crossover,"Action, Adventure, Drama",5800000,3.201886,2006-09-01,7000000,95.0,4.2,10,"street gang, black people, sport, high school sports"
Khiladi 786,"Action, Comedy",0,0.114342,2012-12-07,126,139.0,4.7,11,
[REC]²,"Thriller, Horror",5600000,22.341462,2009-09-15,18469680,85.0,6.4,489,"religion and supernatural, blood sample, occult, swat team, gas mask, night vision, freezer, found footage"
Standing Ovation,"Comedy, Music, Family",0,0.305922,2010-07-16,531826,105.0,3.9,6,
The Sting,"Comedy, Crime, Drama",5500000,28.500913,1973-12-25,159616327,129.0,7.9,622,"chicago, bet, horse race, repayment, con man, mafia boss, violence, ragtime, reference to mutt and jeff, off track betting, sting operation, alley, 1930s, 20th century"
Chariots of Fire,"Drama, History",5500000,10.439971,1981-05-15,58972904,123.0,6.8,207,"underdog, scotland, jewry, patriotism, olympic games, jew, olympian sports team, ambition"
Diary of a Mad Black Woman,"Comedy, Drama, Romance",0,3.784535,2005-02-25,0,116.0,6.4,71,
Shine,Drama,0,10.396305,1996-01-21,0,105.0,7.3,131,"letter, jumping, child prodigy, pool, pianist, concert hall, breakdown"
Don Jon,"Romance, Comedy, Drama",6000000,33.296684,2013-07-26,0,90.0,5.9,1671,"pornography, sex, sex addiction, male female relationship, internet porn, male masturbation, masturbation"
High Plains Drifter,Western,5500000,19.127239,1973-04-19,15700000,105.0,7.4,278,"gunslinger, desperation, outlaw"
Ghost World,"Comedy, Drama",7000000,14.072941,2001-07-20,0,111.0,7.1,426,"high school friends, art class, record collector, plaster, personal ad, blues music, nunchaku, prank telephone call, aftercreditsstinger"
Iris,"Drama, Romance",0,2.714043,2001-12-14,0,91.0,6.2,47,"based on novel, new love, love of one's life, retiree, aging, alzheimer, pflegen, love, author, short-term memory, photographic memory"
Galaxina,"Comedy, Science Fiction",5500000,2.141143,1980-06-06,4865000,95.0,3.3,16,"android, harley davidson, cryogenics, space travel, love, parody, spaceship, space, alien, motorcycle, exercise, lasers, force field, meta film, forcefield, motorbike, cryonics"
Les Choristes,Drama,0,20.982455,2004-03-17,0,96.0,7.5,526,"penalty, choir, diary, musical, boy's choir, dormitory, music, boarding school, children, principal, boys' boarding school, 1940s"
Mambo Italiano,"Comedy, Romance",4361898,2.080741,2003-06-06,3031801,92.0,5.6,28,"gay, father son relationship, sex, italo-american, lovesickness, italian, canada, new love, coming out, macho, based on play, gay relationship, family, family feud, lgbt, emigrant"
Wonderland,"Crime, Drama, Mystery, Thriller",5000000,7.79068,2003-10-23,2466444,104.0,6.2,73,"robbery, junkie, investigation, porno star, murder, los angeles, violence, drug"
Do the Right Thing,Drama,6500000,15.580335,1989-06-30,37295445,120.0,7.6,292,"black people, italo-american, police brutality, sun glasses, culture clash, street war, heat, restaurant critic, radio transmission, punk, chaos, police operation, pizzeria, pizza, money, racism, hip hop culture"
Harvard Man,Drama,0,5.336243,2001-01-01,0,99.0,4.8,15,"gambling, sex, college, basketball, mafia, drug"
Le Havre,"Drama, Comedy",3850000,10.787322,2011-05-17,0,93.0,6.8,97,"poverty, policeman, shoe shiner, northern france"
Irréversible,"Drama, Thriller, Crime, Mystery",0,32.476098,2002-05-22,792,97.0,7.1,538,"paris, prostitute, rape, sex, nudity, trauma, knife, assault, police, love, revenge, unsimulated sex, cruelty, brutality, violence, drug, dark, evil, boyfriend, rape and revenge, underpass, new french extremism"
R100,"Comedy, Drama",5500000,3.21392,2013-10-05,0,100.0,5.4,31,"dominatrix, bdsm"
Rang De Basanti,Drama,2200000,5.206967,2006-01-26,11502151,157.0,7.2,97,"new delhi india, students' movement, war of independence, student, celebration"
Animals,Drama,0,1.5846,2014-05-15,0,90.0,6.2,9,
Salvation Boulevard,"Comedy, Thriller, Action, Drama",8000000,3.653305,2011-07-15,0,96.0,5.6,28,"pastor, church service, spirituality, religion"
The Ten,Comedy,0,3.865122,2007-08-03,0,96.0,4.9,57,"independent film, ventriloquist dummy, multiple storylines, sabbath, brain scan, radiation sickness, parachutist, rubik's cube"
A Room for Romeo Brass,"Drama, Comedy, Foreign",0,1.391958,1999-08-23,0,90.0,7.3,18,"rejection, friendship, youth"
Hodejegerne,"Thriller, Crime",0,20.821846,2011-08-04,15699707,100.0,7.1,399,"death of lover, art thief, art gallery, police investigation"
Grabbers,"Science Fiction, Comedy, Thriller, Horror",0,9.451228,2012-08-10,0,94.0,6.0,140,"monster, ireland, drunk, beheaded"
